normalized_title,representative_title,match_status,match_confidence,failure_reason,search_variants
breakball,Breakball,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Breakball&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
breed,Breed,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Breed&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
breed pre loaded,Breed Pre Loaded,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Breed+Pre+Loaded&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
bricks from above,Bricks from above,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bricks+from+above&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
bridge builder,Bridge Builder,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bridge+Builder&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
brothersin arms earnedin bloodv,Brothersin Arms Earnedin Bloodv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Brothersin+Arms+Earnedin+Bloodv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
brothersin arms hells highway,Brothersin Arms Hells Highway,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Brothersin+Arms+Hells+Highway&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
bruno das spiel,Bruno Das Spiel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bruno+Das+Spiel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
bubble ball,Bubble Ball,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bubble+Ball&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
bubble escape,Bubble Escape,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bubble+Escape&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
bubble ghost,Bubble Ghost,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bubble+Ghost&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
bufo storch,Bufo Storch,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Bufo+Storch&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
burger mania,Burger Mania,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Burger+Mania&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
burn in test xpvista version,Burn In Test XPVista Version,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Burn+In+Test+XPVista+Version&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
burnout paradise the ultimate box,Burnout Paradise The Ultimate Box,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Burnout+Paradise+The+Ultimate+Box&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
burnout revenge,Burnout Revenge,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Burnout+Revenge&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
caesar,Caesar,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q123651%7CQ14873084%7CQ1025414%7CQ3010400%7CQ1048%7CQ228036%7CQ262670&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
call of duty 4 modern warfare,Call of Duty 4 - Modern Warfare,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Call+of+Duty+4+-+Modern+Warfare&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
callof duty4 modern warfarev16,Callof Duty4 Modern Warfarev16,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Callof+Duty4+Modern+Warfarev16&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
callof dutyv,Callof Dutyv,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Callof+Dutyv&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
camera lock ax,camera lock ax,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=camera+lock+ax&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
campus,Campus,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Campus&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
cannon hill,Cannon Hill,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Cannon+Hill&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
captain delta und die quelle von argos,Captain Delta und die Quelle von Argos,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Captain+Delta+und+die+Quelle+von+Argos&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
captain deltaunddie quellevon argos,Captain Deltaunddie Quellevon Argos,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Captain+Deltaunddie+Quellevon+Argos&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
carpet golf vr,Carpet Golf VR,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Carpet+Golf+VR&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
cars autoswiewir,Cars Autoswiewir,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Cars+Autoswiewir&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
castle fight,Castle Fight,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Castle+Fight&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
castle strike,Castle Strike,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q2941463&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
castrol honda super bike,Castrol Honda Super Bike,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Castrol+Honda+Super+Bike&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
catapults,Catapults,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Catapults&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
catch em,Catch 'em,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Catch+%27em&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
catchem,Catchem,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Catchem&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
cbsspezial,CBSSpezial,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=CBSSpezial&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
ccleaner,CCleaner,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q497014%7CQ65596392%7CQ17122129&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
ceville,Ceville,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Ceville&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
championsheep rally,Championsheep Rally,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Championsheep+Rally&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chaos league sudden death,Chaos League Sudden Death,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chaos+League+Sudden+Death&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chaos league sudden death v 2,Chaos League Sudden Death v 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chaos+League+Sudden+Death+v+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chaos space 2,Chaos Space 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chaos+Space+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chat room,CHAT ROOM,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=CHAT+ROOM&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
cheats,Cheats,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Cheats&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chicken invaders,Chicken Invaders,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chicken+Invaders&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chicken shoot,Chicken Shoot,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chicken+Shoot&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chicken shoot 2,Chicken Shoot 2,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chicken+Shoot+2&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
children of the nile,Children of the Nile,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Children+of+the+Nile&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chk alternate flip,Chk Alternate flip,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Alternate+flip&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chk linseneffekte,Chk Linseneffekte,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Linseneffekte&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chk partikel,Chk Partikel,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Partikel&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chk pixelzentrierung,Chk Pixelzentrierung,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Pixelzentrierung&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chk schatten,Chk Schatten,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Schatten&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chk texturen,Chk Texturen,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Texturen&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chk tooltips,Chk Tooltips,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chk+Tooltips&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
christmas bound,Christmas Bound,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Christmas+Bound&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chrome specforce,Chrome Specforce,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chrome+Specforce&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chromehounds,Chromehounds,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbgetentities&ids=Q111683&props=labels%7Caliases%7Csitelinks&format=json: HTTP Error 429: Too Many Requests,
chromium bsu,Chromium BSU,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chromium+BSU&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
chronicles of spellborn,Chronicles of Spellborn,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=Chronicles+of+Spellborn&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
cities online,cities online,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=cities+online&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
city life,City Life,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=City+Life&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
city life auf city life2008,City Life & Update auf City Life 2008,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=City+Life+%26+Update+auf+City+Life+2008&language=de&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
city life updateauf city life2008,City Life Updateauf City Life2008,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=City+Life+Updateauf+City+Life2008&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
city mining,City Mining,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=City+Mining&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
city of villains,City of Villains,unmatched,low,request failed for https://www.wikidata.org/w/api.php?action=wbsearchentities&search=City+of+Villains&language=en&type=item&limit=7&format=json: HTTP Error 429: Too Many Requests,
