game_id,normalized_title,representative_title,cluster_title,match_status,match_confidence,canonical_title,canonical_slug,alias_match_status,alias_match_confidence,alias_canonical_title,alias_canonical_slug,alias_rejection_notes
blitzkrieg2,blitzkrieg 2v 1,Blitzkrieg 2 v 1,Blitzkrieg 2,unmatched,low,,,,,,,
blitzkriegrollingthunder,blitzkrieg rolling thunder,Blitzkrieg Rolling Thunder,Blitzkrieg Rolling Thunder,unmatched,low,,,unmatched,low,,,
blobs,blobs,Blobs,Blobs,unmatched,low,,,unmatched,low,,,
bloodmoon,bloodmoon,Bloodmoon,Bloodmoon,unmatched,low,,,unmatched,low,,,
bmwm3challenge,bmw m3 challenge,BMW M3 Challenge,BMWM 3 Challenge,unmatched,low,,,unmatched,low,,,
bmwm3challenge,bmwm3 challenge,BMWM3 Challenge,BMWM 3 Challenge,unmatched,low,,,unmatched,low,,,
boilingpoint,boiling point,Boiling Point,Boiling Point,unmatched,low,,,unmatched,low,,,
boilingpointroadtohell,boiling point road to hell,Boiling Point Road to Hell,Boiling Point Road to Hell,unmatched,low,,,unmatched,low,,,
boilingpointroadtohell,boiling point roadto hell,Boiling Point Roadto Hell,Boiling Point Road to Hell,unmatched,low,,,unmatched,low,,,
bombermanactzero,bomberman act zero,Bomberman Act Zero,Bomberman Act Zero,unmatched,low,,,unmatched,low,,,
boogie,boogie,Boogie,Boogie,unmatched,low,,,unmatched,low,,,
bookofunwrittentales,bookof unwritten tales,Bookof Unwritten Tales,Bookof Unwritten Tales,unmatched,low,,,unmatched,low,,,
bounci,bounci,Bounci,Bounci,unmatched,low,,,unmatched,low,,,
bouncilevelcreator2,bounci level creator 2,Bounci Level Creator 2,Bounci Level Creator 2,unmatched,low,,,unmatched,low,,,
bouncilevelcreator2,bounci level creator2,Bounci Level Creator2,Bounci Level Creator 2,unmatched,low,,,unmatched,low,,,
bouncixdream,bounci x dream,Bounci x Dream,Bounci x Dream,unmatched,low,,,unmatched,low,,,
bouncixdream,bouncix dream,Bouncix Dream,Bounci x Dream,unmatched,low,,,unmatched,low,,,
bountybayonline,bounty bay online,Bounty Bay Online,Bounty Bay Online,unmatched,low,,,unmatched,low,,,
bountybayonline,bounty bay online,Bounty Bay online,Bounty Bay Online,unmatched,low,,,unmatched,low,,,
boxsportmanager,boxsport manager,Boxsport Manager,Boxsport Manager,unmatched,low,,,unmatched,low,,,
breakball,breakball,Breakball,Breakball,unmatched,low,,,unmatched,low,,,
breed,breed,Breed,Breed,unmatched,low,,,unmatched,low,,,
breedpreloaded,breed pre loaded,Breed Pre Loaded,Breed Pre Loaded,unmatched,low,,,unmatched,low,,,
bricksfromabove,bricks from above,Bricks from above,Bricks from above,unmatched,low,,,unmatched,low,,,
bridgebuilder,bridge builder,Bridge Builder,Bridge Builder,unmatched,low,,,unmatched,low,,,
brothersinarmsearnedinblood,brothersin arms earnedin bloodv,Brothersin Arms Earnedin Bloodv,Brothersin Arms Earnedin Blood,unmatched,low,,,unmatched,low,,,
brothersinarmshellshighway,brothersin arms hells highway,Brothersin Arms Hells Highway,Brothersin Arms Hells Highway,unmatched,low,,,unmatched,low,,,
brunodasspiel,bruno das spiel,Bruno Das Spiel,Bruno Das Spiel,unmatched,low,,,unmatched,low,,,
bubbleball,bubble ball,Bubble Ball,Bubble Ball,unmatched,low,,,unmatched,low,,,
bubbleescape,bubble escape,Bubble Escape,Bubble Escape,unmatched,low,,,unmatched,low,,,
bubbleghost,bubble ghost,Bubble Ghost,Bubble Ghost,unmatched,low,,,unmatched,low,,,
bufostorch,bufo storch,Bufo Storch,Bufo Storch,unmatched,low,,,unmatched,low,,,
burgermania,burger mania,Burger Mania,Burger Mania,unmatched,low,,,unmatched,low,,,
burnintestxpvistaversion,burn in test xpvista version,Burn In Test XPVista Version,Burn In Test XP Vista Version,unmatched,low,,,unmatched,low,,,
burnoutparadisetheultimatebox,burnout paradise the ultimate box,Burnout Paradise The Ultimate Box,Burnout Paradise The Ultimate Box,unmatched,low,,,unmatched,low,,,
burnoutrevenge,burnout revenge,Burnout Revenge,Burnout Revenge,unmatched,low,,,unmatched,low,,,
caesar,caesar,Caesar,Caesar,unmatched,low,,,unmatched,low,,,
callofduty,callof dutyv,Callof Dutyv,Callof Duty,unmatched,low,,,unmatched,low,,,
callofduty4modernwarfare,call of duty 4 modern warfare,Call of Duty 4 - Modern Warfare,Call of Duty 4 - Modern Warfare,unmatched,low,,,unmatched,low,,,
callofduty4modernwarfare,callof duty4 modern warfarev16,Callof Duty4 Modern Warfarev16,Call of Duty 4 - Modern Warfare,unmatched,low,,,,,,,
cameralockax,camera lock ax,camera lock ax,camera lock ax,unmatched,low,,,unmatched,low,,,
campus,campus,Campus,Campus,unmatched,low,,,unmatched,low,,,
cannonhill,cannon hill,Cannon Hill,Cannon Hill,unmatched,low,,,unmatched,low,,,
captaindeltaunddiequellevonargos,captain delta und die quelle von argos,Captain Delta und die Quelle von Argos,Captain Delta und die Quelle von Argos,unmatched,low,,,unmatched,low,,,
captaindeltaunddiequellevonargos,captain deltaunddie quellevon argos,Captain Deltaunddie Quellevon Argos,Captain Delta und die Quelle von Argos,unmatched,low,,,unmatched,low,,,
carpetgolfvr,carpet golf vr,Carpet Golf VR,Carpet Golf VR,unmatched,low,,,unmatched,low,,,
carsautoswiewir,cars autoswiewir,Cars Autoswiewir,Cars Autoswiewir,unmatched,low,,,unmatched,low,,,
castlefight,castle fight,Castle Fight,Castle Fight,unmatched,low,,,unmatched,low,,,
castlestrike,castle strike,Castle Strike,Castle Strike,unmatched,low,,,unmatched,low,,,
castrolhondasuperbike,castrol honda super bike,Castrol Honda Super Bike,Castrol Honda Super Bike,unmatched,low,,,unmatched,low,,,
catapults,catapults,Catapults,Catapults,unmatched,low,,,unmatched,low,,,
catchem,catch em,Catch 'em,Catch 'em,unmatched,low,,,unmatched,low,,,
catchem,catchem,Catchem,Catch 'em,unmatched,low,,,unmatched,low,,,
cbsspezial,cbsspezial,CBSSpezial,CBS Spezial,unmatched,low,,,unmatched,low,,,
ceville,ceville,Ceville,Ceville,unmatched,low,,,unmatched,low,,,
championsheeprally,championsheep rally,Championsheep Rally,Championsheep Rally,unmatched,low,,,unmatched,low,,,
chaosleaguesuddendeath,chaos league sudden death,Chaos League Sudden Death,Chaos League Sudden Death,unmatched,low,,,unmatched,low,,,
chaosleaguesuddendeath,chaos league sudden death v 2,Chaos League Sudden Death v 2,Chaos League Sudden Death,unmatched,low,,,,,,,
chaosspace2,chaos space 2,Chaos Space 2,Chaos Space 2,unmatched,low,,,unmatched,low,,,
chatroom,chat room,CHAT ROOM,CHAT ROOM,unmatched,low,,,unmatched,low,,,
chickeninvaders,chicken invaders,Chicken Invaders,Chicken Invaders,unmatched,low,,,unmatched,low,,,
chickenshoot,chicken shoot,Chicken Shoot,Chicken Shoot,unmatched,low,,,unmatched,low,,,
chickenshoot2,chicken shoot 2,Chicken Shoot 2,Chicken Shoot 2,unmatched,low,,,unmatched,low,,,
childrenofthenile,children of the nile,Children of the Nile,Children of the Nile,unmatched,low,,,unmatched,low,,,
christmasbound,christmas bound,Christmas Bound,Christmas Bound,unmatched,low,,,unmatched,low,,,
chromehounds,chromehounds,Chromehounds,Chromehounds,unmatched,low,,,unmatched,low,,,
chromespecforce,chrome specforce,Chrome Specforce,Chrome Specforce,unmatched,low,,,unmatched,low,,,
chromiumbsu,chromium bsu,Chromium BSU,Chromium BSU,unmatched,low,,,unmatched,low,,,
chroniclesofspellborn,chronicles of spellborn,Chronicles of Spellborn,Chronicles of Spellborn,unmatched,low,,,unmatched,low,,,
citiesonline,cities online,cities online,cities online,unmatched,low,,,unmatched,low,,,
citylife,city life,City Life,City Life,unmatched,low,,,unmatched,low,,,
citylifeandupdateaufcitylife2008,city life auf city life2008,City Life & Update auf City Life 2008,City Life & Update auf City Life 2008,unmatched,low,,,unmatched,low,,,
citylifeandupdateaufcitylife2008,city life updateauf city life2008,City Life Updateauf City Life2008,City Life & Update auf City Life 2008,unmatched,low,,,unmatched,low,,,
citylifeedition,city life,City Life Edition,City Life Edition,unmatched,low,,,unmatched,low,,,
citymining,city mining,City Mining,City Mining,unmatched,low,,,unmatched,low,,,
cityofvillains,city of villains,City of Villains,City of Villains,unmatched,low,,,unmatched,low,,,
civilization,civilizationv,Civilizationv,Civilization,unmatched,low,,,unmatched,low,,,
civilization4,civilization 4,Civilization 4,Civilization 4,unmatched,low,,,unmatched,low,,,
civilization4,civilization 4v,Civilization 4 v,Civilization 4,unmatched,low,,,unmatched,low,,,
civilization4beyondthesword,civilization 4 beyond the sword v 3,Civilization 4 Beyond the Sword v 3,Civilization 4 Beyond the Sword,unmatched,low,,,,,,,
civilization4beyondthesword,civilization4 beyondthe swordv317,Civilization4 Beyondthe Swordv317,Civilization 4 Beyond the Sword,unmatched,low,,,,,,,
clever,clever,Clever,Clever,unmatched,low,,,unmatched,low,,,
clickclackxl,click clack xl,Click Clack XL,Click Clack XL,unmatched,low,,,unmatched,low,,,
clickomania,clickomania,Clickomania,Clickomania,unmatched,low,,,unmatched,low,,,
clivebarkersjericho,clive barkers jericho,Clive Barkers Jericho,Clive Barker's Jericho,matched,high,Clive Barker's Jericho,clive-barker-s-jericho,matched,high,Clive Barker's Jericho,clive-barker-s-jericho,
clonkplanet,clonk planet,Clonk Planet,Clonk Planet,matched,high,Clonk Planet,clonk-planet,matched,high,Q117971736,q117971736,
clubfootball2005,club football2005,Club Football 2005,Club Football 2005,matched,high,Club Football 2005,club-football-2005,matched,high,Q60884809,q60884809,
clusterball,clusterball,Clusterball,Clusterball,matched,high,Clusterball,clusterball,matched,high,Clusterball,clusterball,
codenamepanzers,codename panzers,Codename Panzers,Codename Panzers,matched,high,Codename: Panzers – Phase One,codename-panzers-phase-one,matched,high,Codename: Panzers – Phase One,codename-panzers-phase-one,
codenamepanzers,codename panzers v 1 06,Codename Panzers v 1 06,Codename Panzers,matched,high,Codename: Panzers – Phase One,codename-panzers-phase-one,,,,,
codenamepanzers2,codename panzers 2v 1,Codename Panzers 2 v 1,Codename Panzers 2,unmatched,low,,,,,,,
codenamepanzerscoldwar,codename panzers cold war,Codename Panzers - Cold War,Codename: Panzers – Cold War,matched,high,Codename: Panzers – Cold War,codename-panzers-cold-war,matched,high,Codename: Panzers – Cold War,codename-panzers-cold-war,
codenamepanzersph,codename panzers ph,Codename Panzers Ph,Codename Panzers Ph,matched,high,Codename: Panzers – Phase Two,codename-panzers-phase-two,matched,high,Codename: Panzers – Phase Two,codename-panzers-phase-two,
codenamepanzersphase2,codename panzers phase 2,Codename Panzers Phase 2,Codename Panzers Phase 2,matched,high,Codename: Panzers – Phase Two,codename-panzers-phase-two,matched,high,Codename: Panzers – Phase Two,codename-panzers-phase-two,
codenamepanzersphase2,codename panzers phase 2v 1,Codename Panzers Phase 2 v 1,Codename Panzers Phase 2,matched,high,Codename: Panzers – Phase Two,codename-panzers-phase-two,,,,,
coldblood,cold blood,Cold Blood,Cold Blood,ambiguous,low,,,ambiguous,low,,,
coldwar,cold war,Cold War,Cold War,matched,high,Cold War (video game),cold-war-video-game,matched,high,Cold War (video game),cold-war-video-game,
coldwarcrisis1,cold war crisis 1,Cold War Crisis 1,Cold War Crisis 1,ambiguous,low,,,ambiguous,low,,,
coldzerothelaststand,cold zero the last stand,Cold Zero The Last Stand,Cold Zero The Last Stand,unmatched,low,,,unmatched,low,,,
colinmcraedirt,colin mc rae dirt,Colin Mc Rae Dirt,Colin McRae: Dirt,matched,high,Colin McRae: Dirt,colin-mcrae-dirt,matched,high,Colin McRae: Dirt,colin-mcrae-dirt,
colinmcraedirt,colin mc rae dirtv11,Colin Mc Rae Dirtv11,Colin McRae: Dirt,matched,high,Colin McRae: Dirt,colin-mcrae-dirt,,,,,
colinmcraerally2005,colin mc rae rally2005,Colin Mc Rae Rally 2005,Colin McRae Rally 2005,matched,high,Colin McRae Rally 2005,colin-mcrae-rally-2005,matched,high,Colin McRae Rally 2005,colin-mcrae-rally-2005,
combatflightsimulator,combat flight simulator,Combat Flight Simulator,Combat Flight Simulator,ambiguous,low,,,ambiguous,low,,,
combatwingsbattleofbritain,combat wings battleof britain,Combat Wings Battleof Britain,Combat Wings Battleof Britain,unmatched,low,,,unmatched,low,,,
commandandconquer,command and conquer,Command and Conquer,Command and Conquer,ambiguous,low,,,ambiguous,low,,,
commandandconquer,commandand conquer,Commandand Conquer,Command and Conquer,ambiguous,low,,,unmatched,low,,,
commandandconquer3tiberiumwars,command conquer 3 tiberium wars v 1 0,Command & Conquer 3 Tiberium Wars v 1 0,Command & Conquer 3 Tiberium Wars,unmatched,low,,,,,,,
commandandconquer3tiberiumwarskane,command conquer 3 tiberium wars kane v 1,Command & Conquer 3 Tiberium Wars (Kane) v 1,Command & Conquer 3 Tiberium Wars Kane,unmatched,low,,,,,,,
commandandconquer3tiberiumwarskane,command conquer3 tiberium wars kanev105,Command Conquer3 Tiberium Wars Kanev105,Command & Conquer 3 Tiberium Wars Kane,unmatched,low,,,,,,,
commandandconquer3tiberiumwarskaneedition,command conquer 3 tiberium wars kane,Command & Conquer 3 Tiberium Wars Kane Edition,Command & Conquer 3 Tiberium Wars Kane Edition,unmatched,low,,,unmatched,low,,,
commandandconquer3tiberiumwarssdkv20,command conquer3 tiberium wars sdkv20,Command Conquer3 Tiberium Wars SDKv20,Command & Conquer 3 Tiberium Wars SD Kv 20,unmatched,low,,,,,,,
commandandconquer3tiberiumwarsstandard,command conquer 3 tiberium wars standard v 1,Command & Conquer 3 Tiberium Wars (Standard) v 1,Command & Conquer 3 Tiberium Wars Standard,unmatched,low,,,,,,,
commandandconquer3tiberiumwarsstandard,command conquer3 tiberium wars standardv105,Command Conquer3 Tiberium Wars Standardv105,Command & Conquer 3 Tiberium Wars Standard,unmatched,low,,,,,,,
commandandconquer3tiberiumwarsstandardedition,command conquer 3 tiberium wars standard,Command & Conquer 3 Tiberium Wars Standard Edition,Command & Conquer 3 Tiberium Wars Standard Edition,unmatched,low,,,unmatched,low,,,
commandandconqueralarmstuferot3,command conquer alarmstufe rot 3,Command & Conquer Alarmstufe Rot 3,Command & Conquer: Alarmstufe Rot 3,matched,high,Command & Conquer: Alarmstufe Rot 3,command-and-conquer-alarmstufe-rot-3,matched,high,Command & Conquer: Alarmstufe Rot 3,command-and-conquer-alarmstufe-rot-3,
commandandconqueralarmstuferot3,command conquer alarmstufe rot 3v 1,Command & Conquer - Alarmstufe Rot 3 v 1,Command & Conquer: Alarmstufe Rot 3,matched,high,Command & Conquer: Alarmstufe Rot 3,command-and-conquer-alarmstufe-rot-3,,,,,
commandandconquerdieerstenjahre,command conquer dieersten jahrev,Command Conquer Dieersten Jahrev,Command & Conquer Dieersten Jahre,unmatched,low,,,unmatched,low,,,
commandandconquertiberiumwars,command conquer tiberium wars,Command Conquer Tiberium Wars,Command & Conquer Tiberium Wars,ambiguous,low,,,ambiguous,low,,,
commandandconquertiberiumwars,command conquer tiberium warsv,Command Conquer Tiberium Warsv,Command & Conquer Tiberium Wars,ambiguous,low,,,unmatched,low,,,
commandoshinterfeindlichenlinien,commandos hinter feindlichen linien,Commandos Hinter feindlichen Linien,Commandos: Hinter feindlichen Linien,matched,high,Commandos: Hinter feindlichen Linien,commandos-hinter-feindlichen-linien,matched,high,Commandos: Hinter feindlichen Linien,commandos-hinter-feindlichen-linien,
commandosstrikeforce,commandos strike force,Commandos Strike Force,Commandos: Strike Force,matched,high,Commandos: Strike Force,commandos-strike-force,matched,high,Commandos: Strike Force,commandos-strike-force,
companyofheroes,companyof heroes,Companyof Heroes,Companyof Heroes,unmatched,low,,,unmatched,low,,,
companyofheroes,companyof heroesv,Companyof Heroesv,Companyof Heroes,unmatched,low,,,unmatched,low,,,
companyofheroes,companyof heroesv170,Companyof Heroesv170,Companyof Heroes,unmatched,low,,,,,,,
conflictdesertstorm,conflict desert storm,Conflict Desert Storm,Conflict: Desert Storm,matched,high,Conflict: Desert Storm,conflict-desert-storm,matched,high,Conflict: Desert Storm,conflict-desert-storm,
conflictglobalstorm,conflict global storm,Conflict Global Storm,Conflict Global Storm,matched,high,Conflict: Global Terror,conflict-global-terror,matched,high,Conflict: Global Terror,conflict-global-terror,
conflictvietnam,conflict vietnam,Conflict Vietnam,Conflict: Vietnam,matched,high,Conflict: Vietnam,conflict-vietnam,matched,high,Conflict: Vietnam,conflict-vietnam,
coogles,coogles,Coogles,Coogles,unmatched,low,,,unmatched,low,,,
cosmicfamily,cosmic family,Cosmic Family,Cosmic Family,matched,high,Cosmic Family,cosmic-family,matched,high,Cosmic Family,cosmic-family,
cossacks2,cossacks 2,Cossacks 2,Cossacks 2,matched,high,Cossacks II: Napoleonic Wars,cossacks-ii-napoleonic-wars,matched,high,Cossacks II: Napoleonic Wars,cossacks-ii-napoleonic-wars,
cossacks2,cossacks 2v 1,Cossacks 2 v 1,Cossacks 2,matched,high,Cossacks II: Napoleonic Wars,cossacks-ii-napoleonic-wars,,,,,
cossacks2napoleonicwars,cossacks 2 napoleonic wars,Cossacks 2 Napoleonic Wars,Cossacks 2 Napoleonic Wars,ambiguous,low,,,ambiguous,low,,,
cossacksbacktowar,cossacks back to war,Cossacks Back to War,Cossacks Back to War,ambiguous,low,,,ambiguous,low,,,
cossacksbattleforeurope,cossacks battlefor europe,Cossacks Battlefor Europe,Cossacks Battlefor Europe,unmatched,low,,,unmatched,low,,,
cossacksbattleforeurope,cossacks battlefor europev,Cossacks Battlefor Europev,Cossacks Battlefor Europe,unmatched,low,,,unmatched,low,,,
cossackseuropeanwars,cossacks european wars,Cossacks European Wars,Cossacks: European Wars,matched,high,Cossacks: European Wars,cossacks-european-wars,matched,high,Cossacks: European Wars,cossacks-european-wars,
cpucool,cpucool,CPUCool,CPU Cool,unmatched,low,,,unmatched,low,,,
crashday,crashday,Crashday,Crashday,matched,high,Crashday,crashday,matched,high,Crashday,crashday,
crazyfrogracerfeattheannoyingthing,crazy frog racer feat the annoying thing,Crazy Frog Racer Feat The Annoying Thing,Crazy Frog Racer Feat The Annoying Thing,ambiguous,low,,,ambiguous,low,,,
crazykickersxs,crazy kickers xs,Crazy Kickers XS,Crazy Kickers XS,unmatched,low,,,unmatched,low,,,
crazymachines,crazy machines,Crazy Machines,Crazy Machines,ambiguous,low,,,ambiguous,low,,,
crazymachines2,crazy machines 2,Crazy Machines 2,Crazy Machines 2,matched,high,Crazy Machines 2,crazy-machines-2,matched,high,Crazy Machines 2,crazy-machines-2,
crazymachines2cm,crazy machines2cm,Crazy Machines2cm,Crazy Machines2 cm,unmatched,low,,,unmatched,low,,,
crazysymbolsudoku,crazy symbol sudoku,Crazy Symbol Sudoku,Crazy Symbol Sudoku,unmatched,low,,,unmatched,low,,,
creatureconflict,creature conflict,Creature Conflict,Creature Conflict,matched,high,Creature Conflict: The Clan Wars,creature-conflict-the-clan-wars,matched,high,Creature Conflict: The Clan Wars,creature-conflict-the-clan-wars,
crillion,crillion,Crillion,Crillion,unmatched,low,,,matched,high,Q108577051,q108577051,
crossracingchampionship,cross racing championship,Cross Racing Championship,Cross Racing Championship,matched,high,Cross Racing Championship 2005,cross-racing-championship-2005,matched,high,Cross Racing Championship 2005,cross-racing-championship-2005,
crysis,crysis,Crysis,Crysis,ambiguous,low,,,ambiguous,low,,,
crysis,crysis v 1,Crysis v 1,Crysis,ambiguous,low,,,,,,,
crysis,crysisv11,Crysisv11,Crysis,ambiguous,low,,,,,,,
crystalracer,crystal racer,Crystal Racer,Crystal Racer,unmatched,low,,,unmatched,low,,,
csicrimesceneinvestigationmordindimensionen,csicrime scene investigation mordin dimensionen,CSICrime Scene Investigation Mordin Dimensionen,CSI Crime Scene Investigation Mordin Dimensionen,unmatched,low,,,unmatched,low,,,
