normalized_title,representative_title,canonical_title,canonical_slug,match_status,match_confidence,match_method,override_applied,match_source,match_source_url
silverfall wchterder elemente,Silverfall Wchterder Elemente,,,unmatched,low,wikimedia,false,,
sim city societies,Sim City Societies,SimCity Societies,simcity-societies,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/SimCity_Societies
sim city societies v 1 02,Sim City Societies v 1 02,,,ambiguous,low,wikimedia,false,,
sim city societiesv102119,Sim City Societiesv102119,,,unmatched,low,wikimedia,false,,
singles 2 wilde zeiten,Singles 2 Wilde Zeiten,,,unmatched,low,wikimedia,false,,
singles flirt up your life,Singles Flirt up your Life,Singles: Flirt Up Your Life,singles-flirt-up-your-life,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Singles%3A_Flirt_Up_Your_Life
singlesv,Singlesv,,,unmatched,low,wikimedia,false,,
sini star unleashed,Sini Star Unleashed,,,unmatched,low,wikimedia,false,,
sinking island mord im paradies,Sinking Island Mord im Paradies,,,ambiguous,low,wikimedia,false,,
sinking island mordim paradies,Sinking Island Mordim Paradies,,,unmatched,low,wikimedia,false,,
sinsofa solar empire,Sinsofa Solar Empire,,,unmatched,low,wikimedia,false,,
ski alpin racing bode millervs hermann maier,Ski Alpin Racing Bode Millervs Hermann Maier,,,unmatched,low,wikimedia,false,,
ski alpin2006 mit bode miller,Ski Alpin 2006 mit Bode Miller,,,unmatched,low,wikimedia,false,,
ski xtreme,Ski Xtreme,,,unmatched,low,wikimedia,false,,
skisprung wintercup2005,Skisprung Wintercup 2005,Skoki narciarskie 2005,skoki-narciarskie-2005,matched,high,wikimedia,false,wikipedia-other,https://pl.wikipedia.org/wiki/Skoki_narciarskie_2005
skype,Skype,Template:User CSB,template-user-csb,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Template%3AUser_CSB
skype 3,Skype 3,,,ambiguous,low,wikimedia,false,,
skype 4,Skype 4,,,ambiguous,low,wikimedia,false,,
skype35,Skype35,,,unmatched,low,wikimedia,false,,
skype36,Skype36,,,unmatched,low,wikimedia,false,,
skype38,Skype38,,,unmatched,low,wikimedia,false,,
skype4,Skype4,,,unmatched,low,wikimedia,false,,
sldner marine corpsv,Sldner Marine Corpsv,,,unmatched,low,wikimedia,false,,
slider gammakorrekteur,slider Gammakorrekteur,,,unmatched,low,wikimedia,false,,
slider music,slider Music,,,ambiguous,low,wikipedia-search,false,,
slider sfx,slider Sfx,,,unmatched,low,wikimedia,false,,
slowdown,Slowdown,,,ambiguous,low,wikidata-search,false,,
smash online,Smash Online,,,unmatched,low,wikimedia,false,,
smashonline,Smashonline,,,unmatched,low,wikimedia,false,,
snow bomb battle,Snow Bomb Battle,,,unmatched,low,wikimedia,false,,
so blonde,So Blonde,So Blonde,so-blonde,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/So_Blonde
soeldner secret wars,Soeldner Secret Wars,Söldner: Secret Wars,soldner-secret-wars,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/S%C3%B6ldner%3A_Secret_Wars
solitaire,Solitaire,,,ambiguous,low,wikidata-search,false,,
sonic heroes,Sonic Heroes,Sonic Heroes,sonic-heroes,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Sonic_Heroes
sonic riders,Sonic Riders,,,ambiguous,low,wikidata-search,false,,
sound digit,sound digit,,,ambiguous,low,wikidata-search,false,,
space corps armageddon,Space Corps Armageddon,,,unmatched,low,wikimedia,false,,
space hockey,Space Hockey,Q122823399,q122823399,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q122823399
space pong,Space Pong,Pong,pong,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Pong
space rangers,Space Rangers,Q108371823,q108371823,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q108371823
space siege,Space Siege,Space Siege,space-siege,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Space_Siege
spaceforce captains,Spaceforce Captains,,,unmatched,low,wikimedia,false,,
speed bowling,Speed Bowling,,,unmatched,low,wikimedia,false,,
speed darting,Speed Darting,,,unmatched,low,wikimedia,false,,
speedball 2 tournament,Speedball 2 Tournament,Speedball 2 Tournament,speedball-2-tournament,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Speedball_2_Tournament
speedball2 tournament,Speedball2 Tournament,,,unmatched,low,wikimedia,false,,
speedblox,Speedblox,,,unmatched,low,wikimedia,false,,
speedpasch,Speedpasch,,,unmatched,low,wikimedia,false,,
speedpyramid,Speedpyramid,,,unmatched,low,wikimedia,false,,
spellforce 2,Spellforce 2,,,ambiguous,low,wikidata-search,false,,
spellforce 2 shadow wars,Spellforce 2 Shadow Wars,SpellForce 2: Shadow Wars,spellforce-2-shadow-wars,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/SpellForce_2%3A_Shadow_Wars
spellforce shadow wars,Spellforce Shadow Wars,SpellForce 2: Shadow Wars,spellforce-2-shadow-wars,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/SpellForce_2%3A_Shadow_Wars
spezial,Spezial,,,ambiguous,low,wikidata-search,false,,
spiel beenden,SPIEL BEENDEN,,,unmatched,low,wikimedia,false,,
spiel fortsetzen,SPIEL FORTSETZEN,,,unmatched,low,wikimedia,false,,
spiel verlassen,SPIEL VERLASSEN,,,unmatched,low,wikimedia,false,,
spielfigur,Spielfigur,,,ambiguous,low,wikidata-search,false,,
spielstand laden,SPIELSTAND LADEN,,,unmatched,low,wikimedia,false,,
spielstand speichern,SPIELSTAND SPEICHERN,,,unmatched,low,wikimedia,false,,
splinter cell,Splinter Cell DVD,,,unmatched,low,wikimedia,false,,
splinter cell chaos theory,Splinter Cell Chaos Theory,,,ambiguous,low,wikipedia-search,false,,
splinter cell s chaos theory,Splinter Cell's Chaos Theory,,,unmatched,low,wikimedia,false,,
spore,Spore,,,ambiguous,low,wikidata-search,false,,
spore labor kreaturen designer,Spore Labor Kreaturen Designer,,,unmatched,low,wikimedia,false,,
spreng,demo spreng,,,unmatched,low,wikimedia,false,,
spy bot search destroy,Spy Bot Search & Destroy,,,unmatched,low,wikimedia,false,,
spybot search destroy,Spybot Search Destroy,,,ambiguous,low,wikipedia-search,false,,
stalker shadowof chernobylv10005,Stalker Shadowof Chernobylv10005,,,unmatched,low,wikimedia,false,,
stalkerv10003v10004v10005,STALKERv10003v10004v10005,,,unmatched,low,wikimedia,false,,
stamina digit,stamina digit,,,unmatched,low,wikimedia,false,,
star force vista,Star Force Vista Update,,,unmatched,low,wikimedia,false,,
star wars,Star Wars,,,ambiguous,low,wikidata-search,false,,
star wars battlefront v 1,Star Wars Battlefront v 1,Star Wars Battlefront (2015 video game),star-wars-battlefront-2015-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_%282015_video_game%29
star wars battlefrontv,Star Wars Battlefrontv,,,unmatched,low,wikimedia,false,,
star wars empireat war forcesof corruption,Star Wars Empireat War Forcesof Corruption,,,unmatched,low,wikimedia,false,,
star wars empireat war leveleditor,Star Wars Empireat War Leveleditor,,,unmatched,low,wikimedia,false,,
star wars empireat warv,Star Wars Empireat Warv,,,unmatched,low,wikimedia,false,,
star wars rep,Star Wars Rep,Star Wars: Republic Commando,star-wars-republic-commando,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Star_Wars%3A_Republic_Commando
star wars republic com,Star Wars Republic Com,Star Wars: Republic Commando,star-wars-republic-commando,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Star_Wars%3A_Republic_Commando
star wolves,Star Wolves,,,ambiguous,low,wikidata-search,false,,
starship troopers,Starship Troopers,,,ambiguous,low,wikidata-search,false,,
starship troopers v 3 2,Starship Troopers v 3 2,,,ambiguous,low,wikidata-search,false,,
starsky hutch,Starsky & Hutch,,,ambiguous,low,wikidata-search,false,,
startgeld,Startgeld,,,unmatched,low,wikimedia,false,,
startzeit,Startzeit,Q39329711,q39329711,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q39329711
steel saviour,Steel Saviour,Q114946949,q114946949,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q114946949
still life,Still Life,,,ambiguous,low,wikidata-search,false,,
still life special,Still Life Special Edition,,,ambiguous,low,wikipedia-search,false,,
still life2,Still Life2,,,unmatched,low,wikimedia,false,,
stolen,Stolen,Stolen (video game),stolen-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Stolen_%28video_game%29
stolen v,Stolen v,,,ambiguous,low,wikidata-search,false,,
stone age 2,Stone Age 2,,,ambiguous,low,wikipedia-search,false,,
stonechecker 3,Stonechecker 3,,,unmatched,low,wikimedia,false,,
stranger,Stranger,,,ambiguous,low,wikidata-search,false,,
strategic command,Strategic Command,Strategic Command (video game series),strategic-command-video-game-series,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Strategic_Command_%28video_game_series%29
strategic commandv,Strategic Commandv,,,unmatched,low,wikimedia,false,,
stronghold 2,Stronghold 2,Stronghold 2,stronghold-2,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Stronghold_2
stronghold 2v 1 31,Stronghold 2 v 1 31,Stronghold 2,stronghold-2,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Stronghold_2
stronghold crusader extreme,Stronghold Crusader Extreme,Stronghold Crusader Extreme,stronghold-crusader-extreme,matched,high,wikipedia-search,false,wikipedia-de,https://de.wikipedia.org/wiki/Stronghold_Crusader_Extreme
stronghold legendsv,Stronghold Legendsv,,,unmatched,low,wikimedia,false,,
sudden strike,Sudden Strike,,,ambiguous,low,wikidata-search,false,,
sudden strike 2,Sudden Strike 2,Sudden Strike 2,sudden-strike-2,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Sudden_Strike_2
sudden strike 3 arms for victory v 1,Sudden Strike 3 Arms for Victory v 1,Sudden Strike 3: Arms for Victory,sudden-strike-3-arms-for-victory,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Sudden_Strike_3%3A_Arms_for_Victory
sudden strike3 armsfor victory ardennen offensive,Sudden Strike3 Armsfor Victory Ardennen Offensive,,,unmatched,low,wikimedia,false,,
sudden strike3 armsfor victoryv131,Sudden Strike3 Armsfor Victoryv131,,,unmatched,low,wikimedia,false,,
sudeki,Sudeki,Sudeki,sudeki,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Sudeki
sudoku,Sudoku,,,ambiguous,low,wikidata-search,false,,
summer athletics,Summer Athletics,,,ambiguous,low,wikidata-search,false,,
sunrise the,Sunrise The Game,,,ambiguous,low,wikipedia-search,false,,
super tux kart,Super Tux Kart,SuperTuxKart,supertuxkart,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/SuperTuxKart
supreme ruler2020,Supreme Ruler2020,,,unmatched,low,wikimedia,false,,
surf attack,Surf Attack,,,unmatched,low,wikimedia,false,,
surfive,Surfive,,,ambiguous,low,wikipedia-search,false,,
suzuki alstare extreme racing,Suzuki Alstare Extreme Racing,,,ambiguous,low,wikidata-search,false,,
sven kommt,Sven kommt,,,unmatched,low,wikimedia,false,,
swat 4,SWAT 4,SWAT 4,swat-4,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/SWAT_4
swat 4 the stetchkov syndicate,Swat 4 The Stetchkov Syndicate,,,ambiguous,low,wikipedia-search,false,,
sweet sour,Sweet Sour,,,ambiguous,low,wikidata-search,false,,
swordofthe stars,Swordofthe Stars,,,unmatched,low,wikimedia,false,,
t main window window title,T Main Window Window Title,,,unmatched,low,wikimedia,false,,
t window window title,T Update Window Window Title,,,unmatched,low,wikimedia,false,,
tabellen,Tabellen,,,ambiguous,low,wikidata-search,false,,
tabula rasa,Tabula Rasa,Tabula Rasa (video game),tabula-rasa-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tabula_Rasa_%28video_game%29
take all,TAKE ALL,,,unmatched,low,wikimedia,false,,
take command second manassasv,Take Command Second Manassasv,,,unmatched,low,wikimedia,false,,
taleofa hero,Taleofa Hero,,,unmatched,low,wikimedia,false,,
taxi 3 extreme rush,Taxi 3 Extreme Rush,,,unmatched,low,wikimedia,false,,
taxi raser,Taxi Raser,,,unmatched,low,wikimedia,false,,
tcp optimizer,tcp optimizer,,,unmatched,low,wikimedia,false,,
team a,TEAM A,,,ambiguous,low,wikidata-search,false,,
team b,TEAM B,,,ambiguous,low,wikidata-search,false,,
team fortress,Team Fortress,,,ambiguous,low,wikidata-search,false,,
team hawaii eifel run,Team Hawaii Eifel Run,,,unmatched,low,wikimedia,false,,
team speak 2,Team Speak 2,,,unmatched,low,wikimedia,false,,
team speak2,Team Speak2,,,unmatched,low,wikimedia,false,,
teamauswahl,Teamauswahl,,,unmatched,low,wikimedia,false,,
tell das spielzum film,Tell Das Spielzum Film,,,unmatched,low,wikimedia,false,,
tennis power ball,Tennis Power Ball,,,ambiguous,low,wikipedia-search,false,,
test drive unlimited,Test Drive Unlimited,Q108371560,q108371560,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q108371560
test nowego buttona styl 2,test nowego buttona styl 2,,,unmatched,low,wikimedia,false,,
testabellen,Testabellen,,,unmatched,low,wikimedia,false,,
thandor die invasion,Thandor Die Invasion,,,ambiguous,low,wikipedia-search,false,,
the bard s tale,The Bard's Tale,,,ambiguous,low,wikidata-search,false,,
the chronicles of riddick,The Chronicles of Riddick,Q126972622,q126972622,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q126972622
the cleaner v5,The Cleaner v5,,,ambiguous,low,wikidata-search,false,,
the elder scrolls 4 oblivion,The Elder Scrolls 4 Oblivion,,,ambiguous,low,wikipedia-search,false,,
the elder scrolls construction set,The Elder Scrolls Construction Set,The Elder Scrolls Construction Set,the-elder-scrolls-construction-set,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Elder_Scrolls_Construction_Set
the elder scrolls oblivion,The Elder Scrolls Oblivion,,,ambiguous,low,wikipedia-search,false,,
the elder scrolls oblivionv,The Elder Scrolls Oblivionv,,,unmatched,low,wikimedia,false,,
the elder scrolls3 morrowind gameofthe year,The Elder Scrolls3 Morrowind Gameofthe Year Edition,,,unmatched,low,wikimedia,false,,
the fall last days of gaia,The Fall Last Days of Gaia,The Fall: Last Days of Gaia,the-fall-last-days-of-gaia,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Fall%3A_Last_Days_of_Gaia
the fall last daysof gaiav,The Fall Last Daysof Gaiav,,,unmatched,low,wikimedia,false,,
the italian job,The Italian Job,,,unmatched,low,wikimedia,false,,
the legend of zelda,The Legend of Zelda,,,ambiguous,low,wikidata-search,false,,
the longest journey special,The Longest Journey Special Edition,The Longest Journey,the-longest-journey,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Longest_Journey
the matrix online,The Matrix Online,The Matrix Online,the-matrix-online,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Matrix_Online
the moment of silence,The Moment of Silence,The Moment of Silence,the-moment-of-silence,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Moment_of_Silence
the momentof silence,The Momentof Silence,,,unmatched,low,wikimedia,false,,
the movies,The Movies,The Movies (video game),the-movies-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Movies_%28video_game%29
the movies v,The Movies v,,,unmatched,low,wikimedia,false,,
the outfit,The Outfit,The Outfit (video game),the-outfit-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Outfit_%28video_game%29
the partners,The Partners,The Partners,the-partners,matched,high,wikidata-search,false,wikipedia-de,https://de.wikipedia.org/wiki/The_Partners
the regiment,The Regiment,The Regiment (video game),the-regiment-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Regiment_%28video_game%29
the sagaof ryzom,The Sagaof Ryzom,,,unmatched,low,wikimedia,false,,
the westerner,The Westerner,,,ambiguous,low,wikidata-search,false,,
the witcher,The Witcher,,,ambiguous,low,wikidata-search,false,,
the witcher v 1,The Witcher v 1,,,ambiguous,low,wikidata-search,false,,
the witcher v 1 2,The Witcher v 1 2,,,ambiguous,low,wikidata-search,false,,
theseus returnofthe hero,Theseus Returnofthe Hero,,,unmatched,low,wikimedia,false,,
thirsty punk,Thirsty Punk,,,unmatched,low,wikimedia,false,,
thunder brigade,Thunder Brigade,Thunder Brigade,thunder-brigade,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Thunder_Brigade
tiger woods pga tour2005,Tiger Woods PGA Tour 2005,,,unmatched,low,wikimedia,false,,
timanfaya verschollen in den feuerbergen,Timanfaya Verschollen in den Feuerbergen,,,unmatched,low,wikimedia,false,,
timanfaya verscholleninden feuerbergen,Timanfaya Verscholleninden Feuerbergen,,,unmatched,low,wikimedia,false,,
time shift v 1,Time Shift v 1,,,unmatched,low,wikimedia,false,,
time shiftv12,Time Shiftv12,,,unmatched,low,wikimedia,false,,
timeshift,Timeshift,,,ambiguous,low,wikidata-search,false,,
tips einblenden,Tips einblenden,,,unmatched,low,wikimedia,false,,
tischfuball,Tischfuball,,,unmatched,low,wikimedia,false,,
titan quest,Titan Quest,,,ambiguous,low,wikidata-search,false,,
titan quest sprach,Titan Quest Sprach,,,ambiguous,low,wikipedia-search,false,,
titan questv,Titan Questv,,,unmatched,low,wikimedia,false,,
tom clancy s ghost recon 2,Tom Clancy's Ghost Recon 2,Tom Clancy's Ghost Recon 2,tom-clancy-s-ghost-recon-2,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Ghost_Recon_2
tom clancy s splinter cell chaos theory,Tom Clancy's Splinter Cell Chaos Theory,Tom Clancy's Splinter Cell: Chaos Theory,tom-clancy-s-splinter-cell-chaos-theory,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Splinter_Cell%3A_Chaos_Theory
tom clancys ghost recon advanced warfighter,Tom Clancys Ghost Recon Advanced Warfighter,Tom Clancy's Ghost Recon Advanced Warfighter,tom-clancy-s-ghost-recon-advanced-warfighter,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Ghost_Recon_Advanced_Warfighter
tom clancys ghost recon advanced warfighterv,Tom Clancys Ghost Recon Advanced Warfighterv,,,unmatched,low,wikimedia,false,,
tom clancys rainbow six vegas,Tom Clancys Rainbow Six Vegas,,,unmatched,low,wikimedia,false,,
tom clancys splinter cell,Tom Clancys Splinter Cell,,,ambiguous,low,wikipedia-search,false,,
tom clancys splinter cell double agent,Tom Clancys Splinter Cell Double Agent,,,ambiguous,low,wikipedia-search,false,,
tomb raider,Tomb Raider,,,ambiguous,low,wikidata-search,false,,
tomb raider 2,Tomb Raider 2,Tomb Raider II,tomb-raider-ii,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tomb_Raider_II
tomb raider 3,Tomb Raider 3,Tomb Raider,tomb-raider,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tomb_Raider
tomb raider 4 the last revelation,Tomb Raider 4 The Last Revelation,Tomb Raider: The Last Revelation,tomb-raider-the-last-revelation,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tomb_Raider%3A_The_Last_Revelation
tomb raider legend,Tomb Raider Legend,,,ambiguous,low,wikidata-search,false,,
tomb raider legend spieltricks,Tomb Raider Legend Spieltricks,,,unmatched,low,wikimedia,false,,
tomb raider legendv,Tomb Raider Legendv,,,unmatched,low,wikimedia,false,,
tomb raider underworld,Tomb Raider - Underworld,Tomb Raider: Underworld,tomb-raider-underworld,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tomb_Raider%3A_Underworld
tony hawk underground 2,Tony Hawk Underground 2,Tony Hawk's Underground 2,tony-hawk-s-underground-2,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tony_Hawk%27s_Underground_2
tony hawks project,Tony Hawks Project,,,ambiguous,low,wikipedia-search,false,,
tooltip handler for armor,tooltip handler for : ARMOR,,,unmatched,low,wikimedia,false,,
tooltip handler for health,tooltip handler for : HEALTH,,,unmatched,low,wikimedia,false,,
tooltip handler for lightlevel,tooltip handler for : LIGHTLEVEL,,,unmatched,low,wikimedia,false,,
tooltip handler for soundlevel,tooltip handler for : SOUNDLEVEL,,,unmatched,low,wikimedia,false,,
tooltip handler for stamina,tooltip handler for : STAMINA,,,unmatched,low,wikimedia,false,,
top spin,Top Spin,,,unmatched,low,wikimedia,false,,
topdemos,Topdemos,,,unmatched,low,wikimedia,false,,
torus trooper,Torus Trooper,,,unmatched,low,wikimedia,false,,
total overdose,Total Overdose,Total Overdose,total-overdose,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Total_Overdose
toucan,Toucan,,,ambiguous,low,wikidata-search,false,,
trackmania nations,Trackmania Nations,,,ambiguous,low,wikidata-search,false,,
trackmania nations eswc,Trackmania Nations ESWC,TrackMania Nations,trackmania-nations,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/TrackMania_Nations
trackmania orig ext ver,Trackmania Orig Ext Ver,,,unmatched,low,wikimedia,false,,
trackmania sunrise,Trackmania Sunrise,TrackMania Sunrise,trackmania-sunrise,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/TrackMania_Sunrise
trackmania sunrise ex upgr,Trackmania Sunrise Ex Upgr,,,unmatched,low,wikimedia,false,,
trackmania v 1 50 1,Trackmania v 1 50 1,,,ambiguous,low,wikidata-search,false,,
trackmaniav150152,Trackmaniav150152,,,unmatched,low,wikimedia,false,,
trainz railroad sim,Trainz Railroad Sim,,,ambiguous,low,wikimedia,false,,
transaction value,transaction value,,,unmatched,low,wikimedia,false,,
treasure island,Treasure Island,,,ambiguous,low,wikimedia,false,,
treasure island v 1,Treasure Island v 1,,,ambiguous,low,wikimedia,false,,
treasure islandv1002,Treasure Islandv1002,,,unmatched,low,wikimedia,false,,
tribal trouble,Tribal Trouble,Tribal Trouble,tribal-trouble,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Tribal_Trouble
tribes vengeance,Tribes Vengeance,Tribes: Vengeance,tribes-vengeance,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Tribes%3A_Vengeance
tribunal,Tribunal,,,ambiguous,low,wikimedia,false,,
tube twist,Tube Twist,,,unmatched,low,wikimedia,false,,
turbo strau,Turbo Strauß,,,unmatched,low,wikimedia,false,,
turok 2,Turok 2,,,ambiguous,low,wikimedia,false,,
tweak vi,Tweak VI,,,unmatched,low,wikimedia,false,,
tycoon 1,Game Tycoon 1,Q124066070,q124066070,matched,high,wikimedia,false,wikidata,https://www.wikidata.org/wiki/Q124066070
tycoon city new york,Tycoon City New York,Tycoon City: New York,tycoon-city-new-york,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Tycoon_City%3A_New_York
tycoon city new yorkv,Tycoon City New Yorkv,,,unmatched,low,wikimedia,false,,
uefa championsleague,UEFA Championsleague,,,unmatched,low,wikimedia,false,,
uefaeuro,UEFAEuro,,,unmatched,low,wikimedia,false,,
ufo aftershock,UFO Aftershock,UFO: Aftershock,ufo-aftershock,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/UFO%3A_Aftershock
uli stein 3d mahjongg,Uli Stein 3 D Mahjongg,,,unmatched,low,wikimedia,false,,
uli stein steinschlag,Uli Stein Steinschlag,,,unmatched,low,wikimedia,false,,
undercover operation wintersonne,Undercover Operation Wintersonne,,,ambiguous,low,wikimedia,false,,
undercover operation wstensonne,Undercover Operation Wstensonne,,,unmatched,low,wikimedia,false,,
universeat war angriffsziel erde,Universeat War Angriffsziel Erde,,,unmatched,low,wikimedia,false,,
unreal tourn2004v,Unreal Tourn 2004 v,,,unmatched,low,wikimedia,false,,
unreal tournament 3v 1,Unreal Tournament 3 v 1,Unreal Tournament 3,unreal-tournament-3,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Unreal_Tournament_3
unreal tournament2004,Unreal Tournament 2004,Unreal Tournament 2004,unreal-tournament-2004,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Unreal_Tournament_2004
unreal tournament3v12,Unreal Tournament3v12,,,unmatched,low,wikimedia,false,,
uprising 2,Uprising 2,Uprising 2: Lead and Destroy,uprising-2-lead-and-destroy,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Uprising_2%3A_Lead_and_Destroy
urlaubsraser,Urlaubsraser,,,unmatched,low,wikimedia,false,,
usa racer,USA Racer,,,ambiguous,low,wikimedia,false,,
valitse asennuskieli,Valitse asennuskieli,,,unmatched,low,wikimedia,false,,
vampirjagd,Vampirjagd,,,unmatched,low,wikimedia,false,,
velaya geschichte einer kriegerin 1,Velaya - Geschichte einer Kriegerin 1,,,unmatched,low,wikimedia,false,,
verliebt in berlin,Verliebt in Berlin,,,ambiguous,low,wikimedia,false,,
videotippszu anno,Videotippszu Anno,,,unmatched,low,wikimedia,false,,
virtual skipper,Virtual Skipper,,,ambiguous,low,wikimedia,false,,
vista boot pro 3 3,Vista Boot PRO 3 3,,,unmatched,low,wikimedia,false,,
vista boot pro330,Vista Boot PRO330,,,unmatched,low,wikimedia,false,,
vista tuning,Vista Tuning,,,unmatched,low,wikimedia,false,,
vivisector,Vivisector,,,ambiguous,low,wikimedia,false,,
vogelpiraten,Vogelpiraten,,,unmatched,low,wikimedia,false,,
vyberte jazyk,Vyberte jazyk,,,unmatched,low,wikimedia,false,,
vyrox,Vyrox,,,unmatched,low,wikimedia,false,,
waldmeister sause edelwei,Waldmeister Sause Edelweiß,,,unmatched,low,wikimedia,false,,
wall eder letzterumtdie erdeauf,Wall EDer Letzterumtdie Erdeauf,,,unmatched,low,wikimedia,false,,
wallace gromit,Wallace Gromit,,,unmatched,low,wikimedia,false,,
war front,War Front,,,ambiguous,low,wikimedia,false,,
war front turning point,War Front Turning Point,War Front: Turning Point,war-front-turning-point,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/War_Front%3A_Turning_Point
war leaders clashof nationsv101,War Leaders Clashof Nationsv101,,,unmatched,low,wikimedia,false,,
war world tactical combat,War World Tactical Combat,,,unmatched,low,wikimedia,false,,
warcraft the frozen throne v 1,Warcraft The Frozen Throne v 1,,,ambiguous,low,wikimedia,false,,
warcraft the frozen thronev121b,Warcraft The Frozen Thronev121b,,,unmatched,low,wikimedia,false,,
warcraft3 reignof chaosv121b,Warcraft3 Reignof Chaosv121b,,,unmatched,low,wikimedia,false,,
warhammer 40000,Warhammer 40000,"Warhammer 40,000",warhammer-40-000,matched,high,wikimedia,false,wikipedia-en,https://en.wikipedia.org/wiki/Warhammer_40%2C000
warhammer dawnof war dark crusade,Warhammer Dawnof War Dark Crusade,,,unmatched,low,wikimedia,false,,
warhammer dawnof war soulstorm,Warhammer Dawnof War Soulstorm,,,unmatched,low,wikimedia,false,,
warhammer markof chaos,Warhammer Markof Chaos,,,unmatched,low,wikimedia,false,,
warhammer online ageof reckoning,Warhammer Online Ageof Reckoning,,,unmatched,low,wikimedia,false,,
